article,reference_summary,generated_summary,rouge1,rouge2,rougeL
"(CNN)Standing up for what you believe. What does it cost you? What do you gain? Memories Pizza in the Indiana town of Walkerton is finding out. The family-run restaurant finds itself at the center of the debate over the state's Religious Freedom Restoration Act after its owners said they'd refuse to cater a same-sex couple's wedding. ""If a gay couple was to come and they wanted us to bring pizzas to their wedding, we'd have to say no,"" Crystal O'Connor told CNN affiliate WBND-TV in South Bend. The statement struck at the heart of fears by critics, who said the new law would allow businesses to discriminate against gays and lesbians. They called for boycotts. But supporters also rallied. And by the end of the week, they had donated more than $842,000 for the business. Social media unloaded on the pizzeria in the community of 2,100 people that few folks outside northern Indiana knew existed before this week. RiskyLiberal tweeted: ""Dear #MemoriesPizza. No. My boycotting your business because I don't like your religious bigotry is not a violation of your freedom to practice your religion."" ""Don't threaten #MemoriesPizza"" tweeted Aღanda. ""Just mock them for their ignorance."" Bad reviews flooded the restaurant's Facebook page, most having little to do with the quality of the food.  Many too vulgar to share. ""Do you really want to financially support a company that treats some of your fellow citizens like second class citizens? BOYCOTT MEMORIES PIZZA!!"" said Rob Katz of Indianapolis.  ""Let's hope they either rethink their policy or the free market puts them out of business."" Anti-bigotry critics harass wrong pizzeria . But one outburst in particular shut down the restaurant Wednesday and was expected to do the same Thursday. ""Who's going to Walkerton with me to burn down Memories Pizza?"" Jessica Dooley of Goshen tweeted, according to the Walkerton Police Department. The account has been deleted since the tweet was posted. Detectives who investigated have recommended charges of harassment, intimidation and threats, according to Charles Kulp, assistant police chief. The mood was a bit more subdued on the streets of Walkerton. A man stood outside Memories simply holding a sign that reads ""bigots."" Jason Narducy bought $100 of pizza from another shop down the street and started handing it out, WBND reported. ""Do you want some non-discriminatory pizza?"" Narducy asked. But for every tweet and Facebook post taking Memories Pizza to task were words of support and a groundswell of financial support. ""Because nothing says tolerance like threatening to kill Christians & burn down their businesses,"" said a tweet from Victor Nikki. ""What's happening to #MemoriesPizza isn't the free market, it's a lynch mob,"" tweeted Savannah. ""Cyber bulling isn't the same as taking your business elsewhere."" Supporters rallied to a GoFundMe page in support of Memories Pizza. By the time the fundraiser ended late Friday, $842,387 had been raised. The purpose of the campaign is ""to relieve the financial loss endured by the proprietors' stand for faith,"" according to  Lawrence Billy Jones II, the man who started it. For the O'Connors their stand was no pie in the sky dream. It wasn't calculated but was spurred by their beliefs, they told WBND. ""That's a lifestyle that you choose. I choose to be heterosexual. They choose to be homosexual,"" Kevin O'Connor told the TV station. ""You can't beat me over the head with something they choose to be."" Faced with threats against business, they're still weighing the cost. CNN's Rob Frehse and Melanie Whitley contributed to this report.","Indiana town's Memories Pizza is shut down after online threat .
Its owners say they'd refuse to cater a same-sex couple's wedding .","Memories Pizza in Walkerton, Indiana, refused to cater a same-sex couple's wedding. Critics said the new law would allow businesses to discriminate against gays and lesbians. Supporters rallied to a GoFundMe page in support of Memories Pizza.",0.37500000000000006,0.2903225806451613,0.34375
"(CNN)Police in the Indian city of Malegaon, in the western state of Maharashtra, are requiring identity cards for an unusual group of residents: Cattle. Following a recent state-wide ban on the sale and consumption of beef, authorities in the city have asked residents to take a 'mugshot' of their cattle and submit it to the police. Along with the photograph, the residents have to give information about their animal's 'unique features,' such as the coloring and age of the cow, along with the length of its tail and other distinctive characteristics. Police officials believe this is the only way to solve cow slaughter cases and enforce the law. Cows are considered holy and revered by that state's majority Hindu population. ""We are creating a database. If we get an information of a cow slaughter, we can quickly go to the resident's place and check whether it is there or not"", Mahesh Sawai, Deputy Superintendent of Malegaon Police told CNN. ""I believe this will be very effective"" So far over 100 owners have complied with the police order and more are lining up outside police stations across the city to get their livestock photographed. The ruling came in the wake of a recent case of cow slaughter in Malegaon, where two men have been charged for killing the animal and and selling its meat. The Maharashtra Animal Preservation Bill now includes bans on the killing of bulls and bullocks in its list of non-bailable offenses. Even the consumption or sale of beef could now land you in prison for five years. The slaughter of buffaloes, however, is still permissible. However, beef traders in the country strongly reacted to the decision and called a month-long strike, which ended Wednesday. The traders refused to even slaughter buffaloes and deprive the state of all bovine meat. They have now vowed to file a case in the state's high court. Red meat lovers weren't too delighted either, arguing the government doesn't have a right to interfere in an individual's personal preference. Maharashtra is not the only Indian state to tighten its laws on cow slaughter. Haryana state has implemented a maximum punishment of 10 years in prison, the toughest penalty in the country. Rajnath Singh, India's Home Minister has promised that he would do all to devise a country-wide law against cow slaughter.","Authorities in the Indian city of Malegaon have asked residents to take a 'mugshot' of their cattle .
Cows are revered by the majority Hindu population, and many parts of the country have laws banning the slaughter of cattle .
Officials in Malegaon believe this is the best way to solve cow slaughter cases and enforce the law .","Police in Malegaon, in the western state of Maharashtra, are requiring identity cards for an unusual group of residents: Cattle. Following a recent state-wide ban on the sale and consumption of beef, authorities have asked residents to take a 'mugshot' of their cattle and submit it to the police.",0.49056603773584906,0.21153846153846156,0.30188679245283023
"(CNN)The world's biggest and most powerful physics experiment is taking place as you read this. The Large Hadron Collider (LHC), a particle accelerator and the largest machine in the world, is ready for action following a two-year shutdown. After problems that delayed the restart in March, scientists at the European Organization for Nuclear Research (CERN) completed final tests, enabling the first beams to start circulating Sunday inside the LHC's 17 mile (27 km) ring. ""Operating accelerators for the benefit of the physics community is what CERN's here for,"" CERN Director-General Rolf Heuer said on the organization's website. ""Today, CERN's heart beats once more to the rhythm of the LHC."" The LHC generates up to 600 million particles per second, with a beam circulating for 10 hours, traveling more than 6 billion miles (more than 10 billion kilometers) -- the distance from Earth to Neptune and back again. At near light-speed, a proton in the LHC makes 11,245 circuits per second. It took thousands of scientists, engineers and technicians decades to devise and build the particle accelerator, housed in a tunnel between Lake Geneva and the Jura mountain range. The purpose of the lengthy project is to recreate the conditions that existed moments after the ""Big Bang"" -- the scientific theory said to explain the creation of the universe. By replicating the energy density and temperature, scientists hope to uncover how the universe evolved. Our current, limited, knowledge is based on what's called The Standard Model of particle physics.  ""But we know that this model is not complete,"" Dr. Mike Lamont, operations group leader at the LHC, told CNN in March. The burning questions that remain include the origin of mass and why some particles are very heavy, while others have no mass at all; a unified description of all the fundamental forces such as gravity; and uncovering dark matter and dark energy, since visible matter accounts for only 4 percent of the universe. The LHC could also question the idea that the universe is only made of matter, despite the theory that antimatter must have been produced in the same amounts at the time of the Big Bang. CERN says the energies achievable by the LHC have only ever been found in nature. The machine alone costs approximately three billion euros (about $3.3 billion), paid for by member countries of CERN and contributions by non-member nations. The organization also asserts that its guidelines for the protection of the environment and personnel comply with standards set by Swiss and French laws and a European Council Directive. Scientists and physics enthusiasts will be waiting with bated breath as the LHC ventures into the great unknown. ""After two years of effort, the LHC is in great shape,"" said CERN Director for Accelerators and Technology, Frédérick Bordry. ""But the most important step is still to come when we increase the energy of the beams to new record levels."" Peter Shadbolt contributed to this report.","The Large Hadron Collider (LHC) begins again after a two-year shutdown .
The restart was delayed in March .","The Large Hadron Collider (LHC), a particle accelerator and the largest machine in the world, is ready for action following a two-year shutdown. The purpose of the project is to recreate the conditions that existed moments after the ""Big Bang""",0.4067796610169492,0.2807017543859649,0.33898305084745767
"Atlanta (CNN)It was a scene worthy of any top cop show on TV -- bullets flying, banged-up cars and the FBI chasing an armed robbery suspect. In the end, two agents were injured in a crash and the suspect was shot before being captured. FBI agents and task force officers were following 36-year-old Kevone Charleston of Austell, Georgia, as he pulled into a CVS pharmacy in Forsyth County, Georgia, early Saturday. Charleston is suspected of involvement in 32 commercial robberies dating to November 2013, according to FBI officials. ""The incident all happened around 7 o'clock Saturday morning,"" said FBI Special Agent Stephen Emmett. ""There were multiple agents and officers that were following him based on his prior MO, and when they saw he was about to rob another CVS, they moved in."" Authorities say Charleston parked his vehicle nearby and then popped the hood as if there were something wrong. Then he walked to the CVS, preparing to enter. When agents confronted him, Charleston ran, got in his car and traveled about 75 yards as agents opened fire. ""There were several FBI vehicles that were rammed or were hit by the suspect's vehicle when he was trying to flee. One government vehicle sustained heavy damage to its front and side, and another government SUV ended up on its side. That's how the two agents sustained their injuries,"" Emmett said. Twelve FBI agents and six government vehicles followed Charleston. Emmett said Charleston ""was trying to get away, our agents were trying to stop him. He collided with the first government vehicle, the Taurus, then the second, and the SUV ended on its side. ""The perp was stopped 8 feet away in the median, and that's where he received his gunshot wounds."" The two agents were treated at an area hospital and released, according to Emmett, who says ""they are fine."" Charleston was shot and wounded by FBI agents and task force officers, but his injuries are not life threatening, according to Forsyth County Sheriff's Deputy Robin Regan. Although he declined to give details of the 32 previous robberies, Emmett said it was an intensive investigation that was already underway as a priority for the FBI's violent crimes and major offender squad. He added, ""His MO involved armed confrontations, so our officers went into this fully prepared for an armed confrontation based on his past history."" Emmett says he's relieved that the FBI's officers and agents are OK and that the suspect is in custody. He said it was the ""conclusion of an intensive and lengthy investigation."" CNN's Vivian Kuo and Ryan Scallan contributed to this report.","FBI agents and a suspected serial robber exchange gunfire in an FBI stakeout .
Two FBI agents are injured and the suspect is shot during the gunfight .","Kevone Charleston, 36, is suspected of 32 commercial robberies dating to November 2013. FBI agents and task force officers were following him as he pulled into a CVS pharmacy.",0.21818181818181817,0.07547169811320756,0.14545454545454548
"(CNN)Sky watchers in western North America are in for a treat: a nearly five-minute total lunar eclipse this morning. Here's how it's unfolding: . It started at 3:16 a.m. Pacific Daylight Time, when the moon began moving into Earth's shadow.  For the next hour and 45 minutes, that shadow will move across the moon and engulf it at 4:58 a.m. Pacific Time. The total eclipse will only last four minutes and 43 seconds, and NASA says that makes it the shortest one of the century. Watch it live on NASA TV . While people west of the Mississippi River will have the best view, at least a partial eclipse will be visible across the nation. But sunrise will interrupt the show on the East Coast. Parts of South America, India, China and Russia also will be able to see the eclipse, but it won't be visible in Greenland, Iceland, Europe, Africa or the Middle East. A lunar eclipse happens when the sun, Earth and moon form a straight line in space, with the Earth smack in the middle. The sun shines on the Earth and creates a shadow. As the moon moves deeper into that shadow, it appears to turn dark and may even appear to be a reddish color.  Why red? Because Earth's atmosphere is filtering out most of the blue light. Some people have nicknamed the effect the ""blood moon."" NASA says lunar eclipses typically happen at least twice a year, but this eclipse is the third in a series of four in a row, known as a ""tetrad.""  The first was on April 15, 2014. The second was in September 2014, the next is Saturday and there will be one more, on September 28. If you want to learn more about the eclipse, NASA astronomer Mitzi Adams will take questions on Twitter @NASA_Marshall. Did you see the total lunar eclipse? Share your photos with CNN iReport.","The total eclipse will only last 4 minutes and 43 seconds .
People west of the Mississippi River will have the best view .
Parts of South America, India, China and Russia also will see the eclipse .",The total lunar eclipse started at 3:16 a.m. Pacific Daylight Time. People west of the Mississippi River will have the best view. The eclipse will only last four minutes and 43 seconds.,0.6666666666666666,0.5373134328358209,0.46376811594202894
"(CNN)The terrorist group Al-Shabaab has claimed an attack on Garissa University College in eastern Kenya, in which many people have been killed and still more taken hostage. The attack is another step in the ongoing escalation of the terrorist group's activities, and a clear indicator that the security situation in East Africa is deteriorating fast. Somalia-based Al-Shabaab has been behind a string of recent attacks in Kenya, the most well-known of them being the massacre at the Westgate Shopping Centre in Nairobi in 2013. Cross-border raids into Kenya by the group, however, date back to 2011. Al-Shabaab incursions triggered a military response by the government in Nairobi, which sent troops to Somalia as part of an African Union mission in support of Somalia's internationally recognized government that had been under pressure from Al-Shabaab and other militants for several years. Al-Shabaab is predominantly driven by the same radical interpretation of the Koran as al-Qaeda and ISIS (also known as Islamic State), but also employs more opportunistic approaches to shoring up local support. Its origins lie in Al-Ittihad al-Islami (Unity of Islam), one of several militant factions that emerged in the wake of the fall of Siad Barre in 1991. These disparate groups fought each other and a U.N. peacekeeping mission in the Somali civil war that led to the complete collapse of the country, from which it has yet to recover almost quarter of a century later. Al-Shabaab (literally ""the Youth"") split from Unity of Islam in 2003 and merged with another radical Islamist group, the so-called Islamic Courts Union. As their alliance obtained control of Somalia's capital Mogadishu in 2006, Ethiopia, the only majority Christian country in the region, took military action against the group. The offensive weakened Al-Shabaab and pushed it back into the rural areas of central and southern Somalia, but it failed to defeat it. To the contrary, Ethiopia's invasion and occupation of parts of Somalia -- although invited by the Somali government and backed by the African Union -- enabled Al-Shabaab to partially re-invent itself as both an Islamist and nationalist force opposing a foreign ""Christian"" invasion. Initially, the group primarily attacked Ethiopian forces, but soon began to ""expand"" its activities against the Somali government as well. The first attack outside Somalia was an attack in the Ugandan capital of Kampala in 2010. Soon after this, cross-border raids in Kenya began, predominantly targeting Christians there. Increasing its links with al-Qaeda, Al-Shabaab declared its full allegiance in 2012 -- and it is not clear whether it will switch allegiances to ISIS. Much will depend on how the relationships between al-Qaeda in the Arabian Peninsula (AQAP), a long-time ally of Al-Shabaab based in Yemen, and ISIS develop. The key point is that Al-Shabaab's attack in Garissa is part of a broader regional context of instability fueled by a huge number of factors. It must not be interpreted simply as another act of garden-variety fundamentalist terrorism. Clearly, the presence and activities of terrorist groups in the region is a major concern, and it is undoubtedly driven by radical and exclusivist interpretations of Islam. But the entire region also suffers from a range of other problems: from economic development challenges to environmental degradation; from organized crime to inter-tribal and inter-communal violence; from corruption to serious deficits in human rights and good governance. These entrenched inequalities help Al-Shabaab appeal to a wide variety of potential recruits, who may sympathize with and actively support the group for any number of reasons. Attacking a university in northern Kenya and separating Christian from Muslim students epitomizes the way Al-Shabaab advances itself by exploiting religious, tribal and nationalist identities. Ultimately, though, this all comes down to a struggle for control -- over people, over territory, and over resources. As long as the majority of people in the region remain excluded from any meaningful political, economic, and social participation in their societies -- which are dominated by primarily self-interested elites that put their own advance before that of their communities -- human lives matter little in the pursuit of selfish interests. It is important to counter Al-Shabaab directly, including by military means. But there won't be any lasting solution to the wider region's security problems without a more comprehensive and concerted effort to address the deeper problems of exclusion suffered by the citizens of the countries challenged by Al-Shabaab. As Garissa shows, these problems are still providing oxygen for nihilistic ideologies and their deadly fruit. Copyright 2015 The Conversation. Some rights reserved.","Terrorist group Al-Shabaab has attacked a Kenyan college, killing and taking hostages .
It is a clear indicator the security situation in East Africa is deteriorating, says Stefan Wolff .
More than military action aloe is needed to combat terrorism in the region, he says .",Somalia-based Al-Shabaab has been behind a string of recent attacks in Kenya. The group is predominantly driven by the same radical interpretation of the Koran as al-Qaeda and ISIS. It is not clear whether it will switch allegiances to ISIS.,0.3448275862068966,0.07058823529411765,0.20689655172413796
"(CNN)A Connecticut teen who has been forced to have chemotherapy to treat Hodgkin lymphoma will remain in temporary custody of the state for the time being, according to her attorney, Josh Michtom. A Connecticut juvenile court judge issued a written decision Wednesday denying a motion to let the teen, identified in court documents as ""Cassandra C.,"" go home. The judge also denied a motion for visitation. The 17-year-old is in remission after nearly six months of forced chemo treatments. On March 16, Michtom tried to convince the court that she should be able to return to her mother's home because she was no longer at imminent risk of harm from her illness. Michtom and attorney Michael Taylor, who represents Cassandra's mother, Jackie Fortin, released a written statement after receiving the judge's decision Wednesday: ""We are disappointed in this ruling, not least of all because it draws a factual conclusion that is directly contradicted by the weight of the evidence. We're conferring with our clients now about next steps, including whether to take another appeal."" Cassandra was diagnosed with Hodgkin lymphoma in September and medical experts gave her an 85% chance of survival if treated with chemotherapy. Without it, doctors said at the time, she was likely to die within two years. She started chemotherapy in November but ran away after two days, according to court documents, when she decided she did not want to put the poison of the treatment into her body. In December, a judge ordered the young woman to be under the custody of the Connecticut Department of Children and Families. At that time, she was admitted to Connecticut Children's Medical Center in Hartford and has remained there since then.  Doctors surgically implanted a port in Cassandra's chest to administer chemotherapy medications, which began in spite of legal maneuvers to halt them. Cassandra is feeling well and is in good shape as far as her health is concerned, according to Michtom. ""She's seen in her case the side effects weren't bad, and she's been well-treated by the nurses and doctors and does want to complete the treatment,"" he said. Her treatment is scheduled to wrap up this month. Michtom and Taylor failed in their effort before the Connecticut Supreme Court to make the case that Cassandra was mature enough to make her own medical decisions. Joette Katz, the commissioner of the Department of Children and Families, told CNN in March the agency is ""very pleased with Cassandra's progress toward a complete recovery. We understand how difficult this has been for Cassandra and her family, but we have had full confidence throughout that the medical professionals involved in her treatment would be successful in saving her life."" The agency has denied CNN's request to speak with Cassandra or her physicians. According to Michtom, the Department of Children and Families could have withdrawn its position for an order of custody but hasn't. He said the department sees Cassandra as a flight risk because she has run away before. Representatives for the department have said in court and in conversations with Michtom and Taylor that they will withdraw their pending neglect petition once Cassandra completes her last round of chemo -- expected around the end of April -- and that she'll be allowed to return home. So for now, Cassandra is said to spend her days reading, watching TV and drawing. ""The hospital is effectively jail,"" Michtom said.","Judge won't allow teen leave hospital before her last chemotherapy treatment .
Attorneys for the teen are deciding whether to appeal .
Cassandra C. is now in remission and is no longer opposed to the chemotherapy treatments .",Cassandra C. is in remission after nearly six months of forced chemo treatments. A Connecticut juvenile court judge issued a written decision denying a motion to let her go home.,0.2727272727272727,0.09375,0.1818181818181818
"(CNN)A high temperature of 63.5 degrees Fahrenheit might sound like a pleasant day in early spring -- unless you're in Antarctica. The chilly continent recorded the temperature (15.5 degrees Celsius) on March 24, possibly the highest ever recorded on Antarctica, according to the Weather Underground. The temperature was recorded at Argentina's Esperanza Base on the northern tip of the Antarctica Peninsula, according to CNN affiliate WTNH. (Note to map lovers: The Argentine base is not geographically part of the South American continent.) The World Meteorological Organization, a specialized United Nations agency, is in the process of setting up an international ad-hoc committee of about 10 blue-ribbon climatologists and meteorologists to begin collecting relevant evidence, said Randy Cerveny, the agency's lead rapporteur of weather and climate extremes and Arizona State University professor of geographical sciences. The committee will examine the equipment used to measure the temperature, whether it was in good working order, whether the correct monitoring procedures were followed, whether the equipment was placed in the correct location and whether the measurement is matched by corresponding records from surrounding stations, Cerveny said. The committee will discuss the issues and make a recommendation to Cerveny, who will make an official finding, probably by late summer or early fall. Researchers who study climate change carefully watch weather changes in the Antarctic region and elsewhere for evidence that the Earth is getting warmer.","High temperatures are recorded on the northern tip of the Antarctica Peninsula .
The World Meteorological Organization will make the final determination .",The temperature was recorded at Argentina's Esperanza Base on the northern tip of the Antarctica Peninsula. The World Meteorological Organization is in the process of setting up an international ad-hoc committee.,0.5555555555555556,0.42307692307692313,0.5555555555555556
"Atlanta (CNN)Robert Lewis Burns Jr., the original drummer in Southern rock band Lynyrd Skynyrd, died Friday night in a car crash, a Georgia State Patrol spokesman said. Burns, 64, died after his car hit a mailbox and a tree in Cartersville, spokesman James Tallent said. No other cars were involved in the crash, which occurred shortly before midnight. ""He was not restrained at the time of the crash,"" Tallent told CNN. The musician lived in northern Georgia. Burns was part of the genre-defining band's original lineup, which formed in Jacksonville, Florida, in 1965. Lead singer Ronnie Van Zant started Noble Five with Burns, guitarists Gary Rossington and Allen Collins and bassist Larry Junstrom in their hometown. It then made a name change in a reference to a high school gym teacher. Lynyrd Skynyrd changed members over the years as it produced rock anthems including ""Sweet Home Alabama"" and ""Freebird."" Burns left the band before its third studio album, ""Nuthin Fancy,"" in 1975, ""exhausted by touring,"" according to the band's Rock and Roll Hall of Fame biography. He was not involved in the 1977 plane crash that killed three members, including Van Zant. The band was inducted into the Rock and Roll Hall of Fame in 2006. Lynyrd Skynyrd still tours with Rossington, the only original member still in the band. ""Today I'm at a loss for words but I just remember Bob being a funny guy,"" Rossington said on the band's official Facebook page. ""My heart goes out to his family and God bless him and them in this sad time. He was a great great drummer."" People we've lost in 2015 .","Robert Lewis Burns Jr. was part of Lynyrd Skynyrd's original lineup .
His car hit a mailbox and a tree just before midnight .","Robert Lewis Burns Jr. was the original drummer in Southern rock band Lynyrd Skynyrd. He died after his car hit a mailbox and a tree in Cartersville, Georgia.",0.6274509803921569,0.4897959183673469,0.5882352941176471
"Seoul, South Korea (CNN)The man accused of stabbing U.S. Ambassador Mark Lippert in Seoul last month is now charged with attempted murder, a South Korean court official said Wednesday. Kim Ki-Jong has also been charged with assaulting a foreign envoy and business obstruction, the Seoul Central District Court official said. According to South Korean law, Kim's trial must begin within 14 days of receiving today's indictment. Lippert was stabbed March 5 during an event organized by the Korean Council for Reconciliation and Cooperation, which advocates peaceful reunification between North and South Korea. Shortly before Lippert was supposed to give a speech, the attacker slashed him in the face and jaw. The ambassador suffered a gash from his right cheekbone to his lower jaw that required 80 stitches. That wound measured 10 centimeters (4 inches) long and 2.5 centimeters (1 inch) deep, but there was no serious facial nerve damage, said Dr. Jung Nam-shik of the Yonsei Severance Hospital. Lippert also suffered five cuts in his left arm and hand, but was not expected to have permanent damage to his arm function. Police said Kim stabbed Lippert with a 10-inch knife because he opposed the joint South Korean-U.S. military drills, which happen every year and frequently draw the ire of North Korea. Police official Yoon Myeong-seong told reporters that Kim had visited North Korea seven times between 1999 and 2007, and that authorities were investigating a possible connection between his visits to the reclusive state and the attack against Lippert. Kim, 55, has a history of unpredictable behavior. In 2010, he received a suspended two-year prison sentence for throwing a piece of concrete at a Japanese ambassador to South Korea, according to the Yonhap news agency. South Korean President Park Geun-hye condemned the attack. ""This incident is not only a physical attack on the U.S. ambassador,"" she said, ""but an attack on the South Korea-U.S. alliance and it can never be tolerated."" CNN's Madison Park and Greg Botelho contributed to this report.","Kim Ki-Jong is charged with attempted murder and assaulting a foreign envoy .
He's accused of stabbing U.S. Ambassador Mark Lippert in the face and arm .
Police said Kim opposed the joint U.S.-South Korean military drills .",Kim Ki-Jong is accused of stabbing U.S. Ambassador Mark Lippert in Seoul last month. He has also been charged with assaulting a foreign envoy and business obstruction. Kim's trial must begin within 14 days of receiving the indictment.,0.5925925925925926,0.37974683544303806,0.39506172839506176
"(CNN)When Hong Kong police answered a call in the early hours of a Saturday morning last November, they encountered a grisly scene and an alleged crime that shocked the city. One woman was lying on the floor with cuts to her neck and buttocks. Another was stuffed inside a suitcase on the balcony. A former banker, 29-year-old Briton Rurik Jutting, was charged with two counts of murder. On Thursday, a court hearing that was to determine whether there was enough evidence to proceed to trial was adjourned until May. Here's what we know so far about the victims and their alleged attacker. Jutting allegedly lived at the murder scene, an upmarket apartment in the middle of Wan Chai, an inner-city suburb that's home to an eclectic mix of late-night bars, residential tower blocks and local markets selling groceries and assorted cheap goods. In the early hours of Saturday morning, November 1, police say Jutting called them to the apartment.  There they found a woman lying on the blood-splattered floor, later identified as 29-year-old Seneng Mujiasih. During a search of the apartment, officers uncovered another body hidden in a suitcase on the balcony. It's alleged 25-year-old Sumarti Ningsih was killed on October 27, five days before her body was found. Sumarti Ningsih was from Cilacap, in Central Java, and was the mother of a five-year-old girl. In a statement, her cousin, Jumiati, described her as  ""just an ordinary woman from Indonesia"" who, like many others, was ""forced to work abroad to feed her poor family and make her dream comes (sic) true."" ""She wanted to work as professional so she can earn money and dignity for her family,"" Jumiati wrote. ""She is good girl and did not deserve this treatment."" According to the Asian Migrant Coordinating Body, Ningsih was visiting Hong Kong as a tourist and had been due to fly back to Jakarta the day after her body was found. Last year, her grieving father, Ahmad Khaliman, told Agence France-Presse that his daughter had worked in Hong Kong as a domestic helper between 2011 and 2013. She'd since returned on two occasions, Khaliman said. He said the family had been shocked by her murder, and called for the perpetrator to be executed. ""If not, I cannot accept it. He has already taken my daughter's life, so he has to pay with his life,"" he told CNN affiliate Trans7. Seneng Mujiasih had more recently worked as a domestic worker in Hong Kong but had overstayed her visa, according to the Asian Migrant Co-ordinating Body. Also known as Jesse Lorena, Mujiasih was from the city of Muna in Sulawesi province, in southeast Indonesia. Other than that, few details are known about her life and why she stayed on in Hong Kong. After news of their death spread, fellow domestic workers held a vigil in Hong Kong's Victoria Park. Around 200 people gathered to sing and pray, and lay flowers besides photos of the two women. The victims' bodies were buried after being repatriated to Indonesia in November. Before being taken into custody, Rurik Jutting lived in the upmarket J Residence in Wan Chai.  He was detained at the scene, where police found the bodies of two women and seized a knife during a search of the premises. It's unclear when Jutting left his job as a trader at the Bank of America Merrill Lynch; a BoA spokesman would only confirm that a man of the same name had worked there in the past. Jutting's profile on LinkedIn said he haad been employed at the bank's structured equity finance and trading division in Hong Kong since July 2013. Before that, he worked in the same unit in London for three years. According to the profile, Jutting previously worked in capital markets for the British bank Barclays and studied history and law at the prestigious University of Cambridge, between 2004 and 2008. As part of the trial process, tests were conducted to determined if Jutting was psychologically fit to enter a plea. He was. The case was then adjourned to allow for more than 200 pieces of forensic and DNA evidence to be analyzed.","Hong Kong banker alleged murder case adjourned until May .
The 29-year-old Rurik Jutting is accused of killing two Indonesian domestic workers .","Former banker Rurik Jutting, 29, charged with two counts of murder in Hong Kong. Court hearing to determine if there was enough evidence to proceed to trial was adjourned until May.",0.4444444444444444,0.15384615384615383,0.18518518518518517
"(CNN)""Jake the dog and Finn the human. The fun will never end. Adventure Time."" So begins the dreamy theme song intro to the strangely addictive Cartoon Network TV show that's centered around psychedelic characters like the Ice King, Marceline the Vampire Queen and, of course, Jake and Finn. Now, mega-fans of the hit show can experience ""Adventure Time"" in the skies. Thai Smile, a subsidiary of Thailand flag carrier Thai Airways, on Thursday unveiled colorful new livery featuring Jake, Finn and the beloved Princess Bubblegum sprawled across an Airbus A320 at Bangkok's Suvarnabhumi International Airport. The interior of the plane also has an Adventure Time theme, with overhead bins, head rests and even air sickness bags covered in the faces of characters from the show. Airlines show off their new flying colors . The Adventure Time plane is the result of a partnership between Thai Airways subsidiary Thai Smile and Cartoon Network Amazone, a new water park near the Thai resort city of Pattaya featuring attractions based on shows that appear on the Turner Broadcasting System channel. Turner Broadcasting is a parent company of CNN. Check out these cool airline liveries . The inaugural Thai Smile Adventure Time flight takes place on April 4, heading from Bangkok to Phuket.","Thai Airways subsidiary Thai Smile features Cartoon Network paint job on A320 jet .
Overhead bins, head rests and air sick bags feature characters from Cartoon Network .","Thai Airways subsidiary unveils colorful new livery of Airbus A320. The interior of the plane also has an Adventure Time theme. The inaugural Adventure Time flight takes place on April 4, heading from Bangkok to Phuket.",0.22580645161290322,0.06666666666666667,0.1935483870967742
"(CNN)Imprisoned soldier Chelsea Manning can now communicate with the world  -- in 140 characters or less. Manning, who is serving a 35-year prison sentence for leaking thousands of classified documents, appears to have joined Twitter this week. In a series of tweets, the prisoner formerly known as Bradley Manning said she will be using a voice phone to dictate her tweets to  communications firm Fitzgibbon Media, which will post them on her behalf. She is not allowed Internet access in prison, according to The Guardian. ""It will be hard, but I don't want this Twitter feed to be a one-way street/conversation,"" Manning posted to her nearly 26,000-plus followers. Manning was sentenced in 2013, and in August of that year, she said she wanted to transition to a female. The Fort Leavenworth Disciplinary Barracks in Kansas, where she is serving her sentence, has authorized hormone therapy for her treatment. Manning said she suffers from gender dysphoria. Her  lawyers describe it as ""the medical diagnosis given to individuals whose gender identity -- their innate sense of being male or female -- differs from the sex they were assigned at birth, causing clinically significant distress."" Last year, a Kansas judge granted her request to be formally known as Chelsea Elizabeth Manning. The former Army intelligence analyst was convicted of stealing and disseminating 750,000 pages of documents and videos to WikiLeaks in what has been described as the largest leak of classified material in U.S. history. She was found guilty of 20 of the 22 charges, including violations of the U.S. Espionage Act. Manning has written opinion pieces for The New York Times and The Guardian from prison.","Manning is serving a 35-year sentence for leaking thousands of classified documents .
She says she will be using a voice phone to dictate her tweets .",Manning is serving a 35-year prison sentence for leaking thousands of classified documents. She said she will be using a voice phone to dictate her tweets to a communications firm.,0.8771929824561403,0.8,0.8771929824561403
